epoch,step,train_loss,train_loss_kl,train_loss_recon,val_rank_ic
0,1978,,,,0.022314149886369705
0,1978,1.3711117506027222,0.0032115131616592407,1.3679025173187256,
1,3957,,,,0.01970256306231022
1,3957,1.3620271682739258,0.002691964851692319,1.3593379259109497,
2,5936,,,,0.007349786814302206
2,5936,1.3591761589050293,0.004007711075246334,1.3551689386367798,
