epoch,step,train_loss,train_loss_kl,train_loss_recon,train_post_mu_0,train_post_mu_1,train_post_mu_10,train_post_mu_11,train_post_mu_12,train_post_mu_13,train_post_mu_14,train_post_mu_15,train_post_mu_16,train_post_mu_17,train_post_mu_18,train_post_mu_19,train_post_mu_2,train_post_mu_20,train_post_mu_21,train_post_mu_22,train_post_mu_23,train_post_mu_24,train_post_mu_25,train_post_mu_26,train_post_mu_27,train_post_mu_28,train_post_mu_29,train_post_mu_3,train_post_mu_30,train_post_mu_31,train_post_mu_4,train_post_mu_5,train_post_mu_6,train_post_mu_7,train_post_mu_8,train_post_mu_9,train_post_sig_0,train_post_sig_1,train_post_sig_10,train_post_sig_11,train_post_sig_12,train_post_sig_13,train_post_sig_14,train_post_sig_15,train_post_sig_16,train_post_sig_17,train_post_sig_18,train_post_sig_19,train_post_sig_2,train_post_sig_20,train_post_sig_21,train_post_sig_22,train_post_sig_23,train_post_sig_24,train_post_sig_25,train_post_sig_26,train_post_sig_27,train_post_sig_28,train_post_sig_29,train_post_sig_3,train_post_sig_30,train_post_sig_31,train_post_sig_4,train_post_sig_5,train_post_sig_6,train_post_sig_7,train_post_sig_8,train_post_sig_9,train_prior_mu_0,train_prior_mu_1,train_prior_mu_10,train_prior_mu_11,train_prior_mu_12,train_prior_mu_13,train_prior_mu_14,train_prior_mu_15,train_prior_mu_16,train_prior_mu_17,train_prior_mu_18,train_prior_mu_19,train_prior_mu_2,train_prior_mu_20,train_prior_mu_21,train_prior_mu_22,train_prior_mu_23,train_prior_mu_24,train_prior_mu_25,train_prior_mu_26,train_prior_mu_27,train_prior_mu_28,train_prior_mu_29,train_prior_mu_3,train_prior_mu_30,train_prior_mu_31,train_prior_mu_4,train_prior_mu_5,train_prior_mu_6,train_prior_mu_7,train_prior_mu_8,train_prior_mu_9,train_prior_sig_0,train_prior_sig_1,train_prior_sig_10,train_prior_sig_11,train_prior_sig_12,train_prior_sig_13,train_prior_sig_14,train_prior_sig_15,train_prior_sig_16,train_prior_sig_17,train_prior_sig_18,train_prior_sig_19,train_prior_sig_2,train_prior_sig_20,train_prior_sig_21,train_prior_sig_22,train_prior_sig_23,train_prior_sig_24,train_prior_sig_25,train_prior_sig_26,train_prior_sig_27,train_prior_sig_28,train_prior_sig_29,train_prior_sig_3,train_prior_sig_30,train_prior_sig_31,train_prior_sig_4,train_prior_sig_5,train_prior_sig_6,train_prior_sig_7,train_prior_sig_8,train_prior_sig_9,val_rank_ic
144,286954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005726190283894539
144,286954,0.5087174773216248,0.07210288941860199,0.4366149604320526,-0.011727016419172287,0.0031726330053061247,0.0013608979061245918,-0.01504701841622591,0.0023000326473265886,-0.010250505059957504,-0.00014091080811340362,0.008661802858114243,0.000418736512074247,-0.014870314858853817,0.004228115547448397,-0.007127341814339161,0.018995434045791626,-0.002245550276711583,0.0027821464464068413,-0.005797017831355333,0.00037777452962473035,0.01229200977832079,-0.008737709373235703,-0.00957516860216856,0.007367049343883991,-0.012434139847755432,-0.009136155247688293,-0.00037915987195447087,-0.00757161621004343,-0.007498115301132202,0.007081967778503895,-0.004217253997921944,-0.011764639057219028,-0.0019459916511550546,0.0007406411459669471,0.009391802363097668,0.15383708477020264,0.1553179919719696,0.15578067302703857,0.15472759306430817,0.1511462777853012,0.15055720508098602,0.15015356242656708,0.1542961299419403,0.15315139293670654,0.154419407248497,0.15021632611751556,0.15044867992401123,0.1516270637512207,0.15789534151554108,0.15397050976753235,0.1515282392501831,0.15205411612987518,0.14989349246025085,0.14889855682849884,0.15468242764472961,0.1511288583278656,0.14789535105228424,0.1567855030298233,0.15465877950191498,0.15024271607398987,0.15222124755382538,0.15142756700515747,0.152732253074646,0.15742401778697968,0.1533789038658142,0.14839985966682434,0.15169228613376617,-0.011485736817121506,0.003436022438108921,0.0016095833852887154,-0.015167417004704475,0.0024220237974077463,-0.00982326827943325,-0.00012736448843497783,0.008796933107078075,0.00047950350563041866,-0.015310456044971943,0.0042282878421247005,-0.007334798574447632,0.0185683723539114,-0.0021599812898784876,0.0029718067962676287,-0.005801700986921787,-0.00018224611994810402,0.012401586398482323,-0.00912442710250616,-0.00921992864459753,0.0074765062890946865,-0.012162500992417336,-0.00948066171258688,0.00025318548432551324,-0.007510327268391848,-0.0075180972926318645,0.006790155544877052,-0.0042570410296320915,-0.011752594262361526,-0.0022138673812150955,0.0005759028135798872,0.009218163788318634,0.16689372062683105,0.1659565567970276,0.16568608582019806,0.16237936913967133,0.16317600011825562,0.1638188362121582,0.16218163073062897,0.1639157086610794,0.1666507124900818,0.16754701733589172,0.16247285902500153,0.1610725373029709,0.16458886861801147,0.1646156758069992,0.16451863944530487,0.16512750089168549,0.16288302838802338,0.16253793239593506,0.16106799244880676,0.1673421412706375,0.16290217638015747,0.1578613668680191,0.16854321956634521,0.16343633830547333,0.16195373237133026,0.16438382863998413,0.16230443120002747,0.1637077033519745,0.1648816615343094,0.1674124002456665,0.16057556867599487,0.16338762640953064,
145,288933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000907095440197736
145,288933,0.5056083798408508,0.07187336683273315,0.43373510241508484,-0.011783911846578121,0.003932825289666653,0.001048451173119247,-0.014554932713508606,0.0027409247122704983,-0.012002353556454182,0.00014473297051154077,0.008906519040465355,0.002083593513816595,-0.01700466312468052,0.002489120699465275,-0.005878674332052469,0.019213486462831497,-0.002905259607359767,0.005215332377701998,-0.0066410452127456665,-0.000208441328140907,0.01279504969716072,-0.010181687772274017,-0.00811434630304575,0.00682881148532033,-0.011064954102039337,-0.009688849560916424,0.0006451138178817928,-0.008423484861850739,-0.008973211981356144,0.0070965965278446674,-0.0022799447178840637,-0.010565356351435184,-0.0012548204977065325,0.0011318983742967248,0.009377666749060154,0.15302878618240356,0.15418581664562225,0.15544311702251434,0.15379822254180908,0.15090641379356384,0.1503124088048935,0.14988276362419128,0.1539778709411621,0.15325067937374115,0.1533888280391693,0.14995679259300232,0.1498660147190094,0.150869220495224,0.1570424735546112,0.1531408578157425,0.15136128664016724,0.1515689343214035,0.14914239943027496,0.14848937094211578,0.15391455590724945,0.15000095963478088,0.1472301334142685,0.15621934831142426,0.1540207713842392,0.14983901381492615,0.15160724520683289,0.15115836262702942,0.15155835449695587,0.1567944437265396,0.15214553475379944,0.1480008363723755,0.14973735809326172,-0.011449051089584827,0.0037201193626970053,0.0007931438158266246,-0.0143596725538373,0.002809892175719142,-0.01253205630928278,0.00020064724958501756,0.008438103832304478,0.0020650264341384172,-0.0163473691791296,0.002629699418321252,-0.005997865926474333,0.019615763798356056,-0.0030506160110235214,0.0057931626215577126,-0.00663332175463438,-0.00016525943647138774,0.013281590305268764,-0.010190460830926895,-0.008472598157823086,0.006511704996228218,-0.011023289524018764,-0.009160810150206089,0.0004510998260229826,-0.00883032288402319,-0.009477566927671432,0.007191619370132685,-0.002350877970457077,-0.010385685600340366,-0.0010849812533706427,0.0009455727995373309,0.008920150808990002,0.16605280339717865,0.16495268046855927,0.16503553092479706,0.16129648685455322,0.1626138538122177,0.16364189982414246,0.16163387894630432,0.16362622380256653,0.16628214716911316,0.16653506457805634,0.16193467378616333,0.16011911630630493,0.16374370455741882,0.1635696291923523,0.16363228857517242,0.16519075632095337,0.1621648371219635,0.16152560710906982,0.16049079596996307,0.16686299443244934,0.1620267778635025,0.1571170687675476,0.16784565150737762,0.16287219524383545,0.16157405078411102,0.16389290988445282,0.16230256855487823,0.1626807153224945,0.16432395577430725,0.1660495400428772,0.15967926383018494,0.16198857128620148,
146,290912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003345825942233205
146,290912,0.503569483757019,0.07251977920532227,0.43104925751686096,-0.012611481361091137,0.002988673048093915,0.0018828565953299403,-0.015535899437963963,0.00449230894446373,-0.010702402330935001,-0.0016333152307197452,0.0086778299883008,0.003996191546320915,-0.016261281445622444,0.0030180434696376324,-0.004899913910776377,0.02046854794025421,-0.00387018034234643,0.007433687802404165,-0.006791105959564447,0.0003774099750444293,0.012068711221218109,-0.009303231723606586,-0.008508685044944286,0.006684008985757828,-0.009822511114180088,-0.009121550247073174,-0.0015824772417545319,-0.008205253630876541,-0.008216830901801586,0.004734689369797707,-0.0019588302820920944,-0.009518961422145367,-0.0007878588512539864,-0.0002347760455450043,0.00956683699041605,0.15214528143405914,0.1530447155237198,0.1548379808664322,0.15335215628147125,0.14929750561714172,0.14951877295970917,0.14889799058437347,0.15269631147384644,0.15230973064899445,0.1529865264892578,0.14927072823047638,0.14906758069992065,0.14999507367610931,0.15664733946323395,0.15224914252758026,0.15049974620342255,0.15131720900535583,0.14814843237400055,0.14736789464950562,0.15373820066452026,0.1494038701057434,0.1465190351009369,0.1552801877260208,0.1534089744091034,0.14864853024482727,0.15041899681091309,0.15055479109287262,0.15038132667541504,0.15598709881305695,0.15174685418605804,0.14673027396202087,0.1497221291065216,-0.01253988966345787,0.0033873291686177254,0.0024525250773876905,-0.01562909036874771,0.004576937761157751,-0.011001880280673504,-0.0018622634233906865,0.008683998137712479,0.0042737629264593124,-0.0166454054415226,0.0029230532236397266,-0.00494864908978343,0.020376170054078102,-0.004382808692753315,0.007331752683967352,-0.006118152756243944,0.0002633516560308635,0.011446353048086166,-0.009048407897353172,-0.008765754289925098,0.006966407876461744,-0.009553724899888039,-0.00897209532558918,-0.001986017217859626,-0.007747058290988207,-0.007909225299954414,0.004727729130536318,-0.0015702026430517435,-0.009000386111438274,-0.0015870167408138514,0.00020755789591930807,0.009829632937908173,0.16501154005527496,0.16387423872947693,0.16469134390354156,0.16103804111480713,0.16130830347537994,0.1625557839870453,0.160188227891922,0.16181804239749908,0.16542941331863403,0.16549508273601532,0.16137954592704773,0.15962113440036774,0.1629701554775238,0.1637767255306244,0.16262505948543549,0.16451451182365417,0.1614709198474884,0.16095979511737823,0.15977758169174194,0.1667299121618271,0.1614328771829605,0.15622548758983612,0.167092427611351,0.16217857599258423,0.1602402925491333,0.16329841315746307,0.1617351919412613,0.1611899435520172,0.16367480158805847,0.16615448892116547,0.15887098014354706,0.16140294075012207,
147,292891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037321215495467186
147,292891,0.5008418560028076,0.072589211165905,0.42825257778167725,-0.012102955020964146,0.002762436168268323,0.0028268538881093264,-0.014294424094259739,0.0039836447685956955,-0.01216284278780222,0.0006890904041938484,0.008400126360356808,0.0022003992926329374,-0.014931361190974712,0.004330412019044161,-0.008107545785605907,0.021141933277249336,-0.005905571859329939,0.006183533929288387,-0.005648148711770773,-0.0013049519620835781,0.010843550786376,-0.008138054050505161,-0.009206070564687252,0.007680017035454512,-0.010402639396488667,-0.00798431783914566,-0.0012306019198149443,-0.00770659139379859,-0.00996821466833353,0.007032081950455904,-0.002447898266837001,-0.010042828507721424,-0.0013581137172877789,0.0019610212184488773,0.010064397007226944,0.15127211809158325,0.15271656215190887,0.1541895568370819,0.15274587273597717,0.14860421419143677,0.1486581265926361,0.14750126004219055,0.1519158035516739,0.15131062269210815,0.1517120897769928,0.14843900501728058,0.14870141446590424,0.1495106816291809,0.15598724782466888,0.1519409865140915,0.15035930275917053,0.14949844777584076,0.14764758944511414,0.14682386815547943,0.15268473327159882,0.14925426244735718,0.14569708704948425,0.15466713905334473,0.1525065153837204,0.14873114228248596,0.15004993975162506,0.14935728907585144,0.14954185485839844,0.1559475064277649,0.15140275657176971,0.14594760537147522,0.14905020594596863,-0.012457533739507198,0.0026548230089247227,0.002605282235890627,-0.014537892304360867,0.004114492796361446,-0.011888896115124226,0.0008032547193579376,0.008599815890192986,0.0014950087061151862,-0.01471808459609747,0.004590835887938738,-0.008259356953203678,0.021230390295386314,-0.005803247448056936,0.005598692689090967,-0.00543596688657999,-0.00042042232234962285,0.010872525162994862,-0.008250482380390167,-0.008274082094430923,0.007420344743877649,-0.011039573699235916,-0.008423808962106705,-0.0006270290468819439,-0.008189900778234005,-0.009718511253595352,0.006331705488264561,-0.0022467984817922115,-0.010547562502324581,-0.0006991917034611106,0.0021952991373836994,0.010350092314183712,0.16427333652973175,0.16312526166439056,0.16377712786197662,0.16059891879558563,0.1605546772480011,0.16196925938129425,0.15972380340099335,0.16110089421272278,0.16484513878822327,0.16461890935897827,0.1602364033460617,0.15905308723449707,0.1622612476348877,0.16279108822345734,0.16222213208675385,0.1642669290304184,0.15989577770233154,0.15993273258209229,0.15901371836662292,0.16576460003852844,0.16118672490119934,0.15549792349338531,0.1659022569656372,0.1612216681241989,0.16037195920944214,0.1625777631998062,0.16037172079086304,0.16083574295043945,0.1633657068014145,0.165525421500206,0.1579909473657608,0.16086506843566895,
148,294870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00026940368115901947
148,294870,0.4998129904270172,0.07237854599952698,0.427433580160141,-0.012224107049405575,0.004175552166998386,0.00021433371875900775,-0.014992979355156422,0.003495532553642988,-0.012057694606482983,0.00011307883687550202,0.008930056355893612,0.0034513971768319607,-0.016113677993416786,0.00265876785852015,-0.005154718644917011,0.020793892443180084,-0.00579307833686471,0.0059575969353318214,-0.006007660645991564,-1.3075675269647036e-05,0.013317644596099854,-0.008994950912892818,-0.007112865336239338,0.008889229036867619,-0.013067830353975296,-0.01013291347771883,0.0002976168761961162,-0.009438751265406609,-0.008666268549859524,0.005957759451121092,-0.0012337779626250267,-0.010441964492201805,-8.490086474921554e-05,-0.0012614034349098802,0.00993566308170557,0.1507682502269745,0.15244996547698975,0.15341047942638397,0.15237747132778168,0.1481347382068634,0.14830932021141052,0.14784561097621918,0.1513746827840805,0.1512492150068283,0.15150569379329681,0.14710554480552673,0.1481694132089615,0.14842785894870758,0.15519995987415314,0.15104235708713531,0.14930669963359833,0.14955946803092957,0.14684364199638367,0.14628532528877258,0.15203402936458588,0.14828205108642578,0.14534690976142883,0.15442654490470886,0.1521470993757248,0.14830626547336578,0.1494758129119873,0.14922474324703217,0.14912985265254974,0.1556817591190338,0.15091153979301453,0.14552977681159973,0.14804266393184662,-0.012098751030862331,0.00396485673263669,0.00014977830869611353,-0.014687599614262581,0.0035314420238137245,-0.011679327115416527,-7.717232074355707e-05,0.008559733629226685,0.0038994112983345985,-0.016489574685692787,0.0026529482565820217,-0.004726896062493324,0.02081761509180069,-0.005661307368427515,0.006190469954162836,-0.006211861036717892,-1.0618842679832596e-05,0.013636958785355091,-0.008825788274407387,-0.008465565741062164,0.009660644456744194,-0.013246922753751278,-0.010163088329136372,0.0004150924214627594,-0.009824995882809162,-0.008778511546552181,0.006689322646707296,-0.0012750196037814021,-0.010720568709075451,-0.0006706997519358993,-0.001650840393267572,0.00991203635931015,0.16355843842029572,0.1630653291940689,0.1630442887544632,0.1601191759109497,0.16010333597660065,0.16097815334796906,0.15919943153858185,0.16068699955940247,0.16459006071090698,0.1644761562347412,0.15895263850688934,0.15832869708538055,0.16125567257404327,0.1620820015668869,0.16158577799797058,0.1633009910583496,0.15985634922981262,0.15918147563934326,0.1583419144153595,0.16486643254756927,0.16024604439735413,0.15484656393527985,0.16610491275787354,0.16083861887454987,0.15928076207637787,0.1622333824634552,0.16005034744739532,0.16008691489696503,0.16319400072097778,0.16480304300785065,0.1576198786497116,0.15979881584644318,
149,296849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011674920096993446
149,296849,0.4969407021999359,0.07286904752254486,0.4240717887878418,-0.013554331846535206,0.0012825883459299803,0.0011397680500522256,-0.015147426165640354,0.003771152114495635,-0.011585514061152935,-0.0004155881470069289,0.008799880743026733,0.0036502773873507977,-0.01579279638826847,0.0017289335373789072,-0.0037067667581140995,0.020890088751912117,-0.005163686815649271,0.004661510698497295,-0.005648964084684849,-0.001653898274526,0.014718209393322468,-0.0088274534791708,-0.010809355415403843,0.009641056880354881,-0.012669822201132774,-0.008872171863913536,0.0005580386496149004,-0.009075390174984932,-0.009701714850962162,0.006266525015234947,-0.0019688569009304047,-0.010077912360429764,-0.00043812920921482146,4.522489689406939e-05,0.008710642345249653,0.1498163342475891,0.15138623118400574,0.15245166420936584,0.15159781277179718,0.1474672257900238,0.1475571095943451,0.14684033393859863,0.1507180631160736,0.15015695989131927,0.15060459077358246,0.14608249068260193,0.1470182240009308,0.1480334848165512,0.15470169484615326,0.15044918656349182,0.14861167967319489,0.14868390560150146,0.14646542072296143,0.14556188881397247,0.15089592337608337,0.14744780957698822,0.14466741681098938,0.15335921943187714,0.15128417313098907,0.14717651903629303,0.1489894539117813,0.14774994552135468,0.14845898747444153,0.15470539033412933,0.14966696500778198,0.14453084766864777,0.1470073163509369,-0.013491848483681679,0.0010237031383439898,0.00127380748745054,-0.015621582046151161,0.0039054229855537415,-0.011916589923202991,-0.0006299572414718568,0.009016734547913074,0.0041771503165364265,-0.015354491770267487,0.0013375694397836924,-0.0036909286864101887,0.021019861102104187,-0.005091418977826834,0.004301565699279308,-0.005260222125798464,-0.002503292402252555,0.01428839098662138,-0.008789910934865475,-0.010176709853112698,0.008971248753368855,-0.012170366942882538,-0.008417654782533646,0.0004353273252490908,-0.008417095057666302,-0.009628405794501305,0.005792352836579084,-0.0019804767798632383,-0.01003965549170971,-0.0006009992794133723,-2.7209009203943424e-05,0.008568140678107738,0.16280896961688995,0.16195528209209442,0.16220371425151825,0.15918852388858795,0.15931567549705505,0.1606900990009308,0.15856319665908813,0.16006916761398315,0.1634960025548935,0.1635179966688156,0.15800204873085022,0.15776589512825012,0.16090169548988342,0.16127748787403107,0.16078247129917145,0.16232958436012268,0.1592021882534027,0.15885092318058014,0.15741665661334991,0.1634770631790161,0.15909111499786377,0.15412843227386475,0.16502583026885986,0.1599259078502655,0.15888771414756775,0.16145023703575134,0.15939365327358246,0.1592433750629425,0.16230334341526031,0.16308067739009857,0.15660952031612396,0.1587315946817398,
150,298828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016394683625549078
150,298828,0.49401170015335083,0.07244593650102615,0.4215652048587799,-0.013719441369175911,0.0030667735263705254,0.00024101493181660771,-0.016756571829319,0.004539317451417446,-0.012630661018192768,-0.0011415956541895866,0.008910559117794037,0.004375525284558535,-0.0167545173317194,0.001396102481521666,-0.0037859370931982994,0.022181926295161247,-0.003520568832755089,0.006025185342878103,-0.005382755305618048,-0.0024423280265182257,0.01132273767143488,-0.00814628042280674,-0.008536582812666893,0.006879869848489761,-0.011768913827836514,-0.007914056070148945,-0.000259273627307266,-0.007451770361512899,-0.0077809737995266914,0.005702827591449022,-0.0015098953153938055,-0.011327555403113365,-2.0721814507851377e-05,0.0005747762625105679,0.00844287034124136,0.149512380361557,0.1507643312215805,0.15271414816379547,0.15066920220851898,0.14614170789718628,0.1466246098279953,0.1463633030653,0.15017874538898468,0.14983515441417694,0.1506645232439041,0.1459423005580902,0.14687184989452362,0.1470707356929779,0.15420661866664886,0.14917750656604767,0.14802926778793335,0.14759211242198944,0.14571288228034973,0.14456138014793396,0.15015777945518494,0.14632369577884674,0.14371582865715027,0.15281176567077637,0.15056870877742767,0.14649449288845062,0.1482067108154297,0.14714913070201874,0.14809751510620117,0.15430958569049835,0.14907203614711761,0.14369627833366394,0.14670515060424805,-0.014030142687261105,0.0032785707153379917,-0.0002681387704797089,-0.01682918705046177,0.004297599662095308,-0.012111715972423553,-0.0010126440320163965,0.00884185265749693,0.0035530810710042715,-0.017031429335474968,0.0018717347411438823,-0.003967288415879011,0.02194279059767723,-0.0037730964832007885,0.0063862791284918785,-0.00542235653847456,-0.0018163378117606044,0.011929798871278763,-0.008262576535344124,-0.008622835390269756,0.006793509237468243,-0.011864032596349716,-0.007993382401764393,-0.0007723846356384456,-0.007248770445585251,-0.007744808681309223,0.005357121117413044,-0.0012114803539589047,-0.010953308083117008,0.0001751486270222813,0.000917024735826999,0.008466025814414024,0.162436842918396,0.16122005879878998,0.16229045391082764,0.1584634929895401,0.15794476866722107,0.15941859781742096,0.15793466567993164,0.15921391546726227,0.162618488073349,0.16301526129245758,0.15772069990634918,0.15719400346279144,0.16015410423278809,0.16086408495903015,0.1595948189496994,0.16166165471076965,0.15774090588092804,0.15822851657867432,0.1566047966480255,0.16314305365085602,0.15819613635540009,0.1533389836549759,0.16406458616256714,0.15929661691188812,0.15781980752944946,0.16035154461860657,0.1581573337316513,0.1586902141571045,0.16182415187358856,0.16278287768363953,0.15570203959941864,0.15818580985069275,
151,300807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001618745969608426
151,300807,0.4911312758922577,0.0728442594408989,0.4182879626750946,-0.014622674323618412,0.003313138848170638,-0.000995946815237403,-0.0161508247256279,0.004946586675941944,-0.014419995248317719,-0.0006241438095457852,0.008046897128224373,0.0035240401048213243,-0.01514801848679781,0.002685230690985918,-0.006138107739388943,0.020414328202605247,-0.0036128279753029346,0.0036640220787376165,-0.006248113699257374,-0.002255313564091921,0.012226211838424206,-0.008033929392695427,-0.009491195902228355,0.008018921129405499,-0.012419355101883411,-0.008648271672427654,-0.0012517040595412254,-0.008236976340413094,-0.009455441497266293,0.006684685125946999,-0.0020393903832882643,-0.011338415555655956,-0.0003213176387362182,0.0025476659648120403,0.008020828478038311,0.1490117758512497,0.14956867694854736,0.15192057192325592,0.15055252611637115,0.14574673771858215,0.14622855186462402,0.14564178884029388,0.14905698597431183,0.14850595593452454,0.14932531118392944,0.14507564902305603,0.1464201658964157,0.14639969170093536,0.15274618566036224,0.1489194631576538,0.1472596377134323,0.1468687206506729,0.14464451372623444,0.14462171494960785,0.14890289306640625,0.14644834399223328,0.14326074719429016,0.1520589143037796,0.149769589304924,0.14580978453159332,0.14727190136909485,0.1466442048549652,0.14681865274906158,0.15270176529884338,0.14849726855754852,0.14339865744113922,0.14573675394058228,-0.014319101348519325,0.003387677250429988,-0.0006353848148137331,-0.01613381877541542,0.005148961208760738,-0.014873182401061058,-0.0003582253702916205,0.008651929907500744,0.003847323590889573,-0.015028523281216621,0.0028941405471414328,-0.00587120046839118,0.020283807069063187,-0.003761276602745056,0.0031528857070952654,-0.005510065238922834,-0.0033581105526536703,0.011126294732093811,-0.007892334833741188,-0.00959052611142397,0.007907522842288017,-0.012184795923531055,-0.008791264146566391,-0.0007168508018366992,-0.008093330077826977,-0.009291396476328373,0.007340539712458849,-0.0022708410397171974,-0.01151304878294468,-0.0005429591983556747,0.002817773260176182,0.007590551860630512,0.16176849603652954,0.16022275388240814,0.16166503727436066,0.15839636325836182,0.15741537511348724,0.1588091254234314,0.15725749731063843,0.1581839919090271,0.16175487637519836,0.16224995255470276,0.15701061487197876,0.1566213071346283,0.15898357331752777,0.15932627022266388,0.15883848071098328,0.16083739697933197,0.1572573482990265,0.15726108849048615,0.15680727362632751,0.16156351566314697,0.1577431857585907,0.15309907495975494,0.16341352462768555,0.15831208229064941,0.15729403495788574,0.15988528728485107,0.1573517769575119,0.15746952593326569,0.16010452806949615,0.16205556690692902,0.15532977879047394,0.15737630426883698,
152,302786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00037370104109868407
152,302786,0.4900428354740143,0.07338220626115799,0.41666099429130554,-0.013468166813254356,0.002825055504217744,-0.0005045043653808534,-0.015398167073726654,0.004256363492459059,-0.012794102542102337,0.00034623112878762186,0.009415500797331333,0.005183822941035032,-0.016284430399537086,0.0020324981305748224,-0.006334707606583834,0.020812617614865303,-0.0046119410544633865,0.005725013557821512,-0.0034287699963897467,-0.0018445478053763509,0.012734140269458294,-0.009298115037381649,-0.010491929948329926,0.007192286197096109,-0.011352227069437504,-0.009568586945533752,0.0004797936708200723,-0.008037736639380455,-0.007561040110886097,0.006019254680722952,-0.002635122509673238,-0.01045710127800703,0.0007731124060228467,0.003492456628009677,0.00866182055324316,0.1483657956123352,0.14906959235668182,0.15125349164009094,0.15033650398254395,0.14532817900180817,0.14533476531505585,0.14489732682704926,0.14899711310863495,0.14790071547031403,0.14888587594032288,0.14467810094356537,0.14573563635349274,0.14526134729385376,0.1521928906440735,0.14811141788959503,0.14691218733787537,0.1466916799545288,0.14400456845760345,0.14362351596355438,0.1485176384449005,0.14573322236537933,0.14245755970478058,0.15088120102882385,0.14908252656459808,0.14499418437480927,0.1469484120607376,0.14559870958328247,0.14579546451568604,0.15147246420383453,0.14778202772140503,0.142488494515419,0.14455285668373108,-0.013605422340333462,0.0026484907139092684,-0.0005315980524756014,-0.015173402614891529,0.004334602504968643,-0.012820135802030563,0.00037321768468245864,0.009836525656282902,0.004995748866349459,-0.01644846983253956,0.0021288443822413683,-0.006566062569618225,0.02074562758207321,-0.004903798922896385,0.006017350126057863,-0.0038787934463471174,-0.001559933414682746,0.012917867861688137,-0.009698072448372841,-0.010227211751043797,0.007375403773039579,-0.011419763788580894,-0.009518280625343323,0.0007898991461843252,-0.008019569329917431,-0.007565557956695557,0.006107574328780174,-0.002586283488199115,-0.01028040237724781,0.0007309671491384506,0.0033186583314090967,0.009274788200855255,0.1610177904367447,0.15978991985321045,0.16100049018859863,0.158085435628891,0.1571866124868393,0.15812146663665771,0.15616583824157715,0.15815789997577667,0.1605023592710495,0.1616392433643341,0.1562514454126358,0.15586312115192413,0.15801264345645905,0.15898872911930084,0.15870212018489838,0.16060592234134674,0.15687575936317444,0.15644986927509308,0.1559387743473053,0.16108398139476776,0.15765562653541565,0.1520109474658966,0.162289559841156,0.1576029360294342,0.15663844347000122,0.15944600105285645,0.1567424237728119,0.1565714031457901,0.15915143489837646,0.1617763787508011,0.15450863540172577,0.15624158084392548,
153,304765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003838970442302525
