date,AALR3,ABCB11,ABEV3,ABRE11,ABYA3,ACES4,ACGU3,ADHM3,AEDU3,AERI3,AESB3,AGEI3,AGEN33,AGIN3,AGRO3,AGXY3,ALBA3,ALLD3,ALLL11,ALOS3,ALPA4,ALPK3,ALSC3,ALUP11,AMAR3,AMBP3,AMBV4,AMER3,AMIL3,AMOB3,ANIM3,APER3,ARCE3,ARCZ6,ARML3,ARND3,ARTR3,ASAI3,AUAU3,AURA33,AURE3,AUTM3,AVIL3,AXIA7,AZEV4,AZTE3,AZUL54,AZZA3,B3SA3,BAHI4,BAZA3,BBAS3,BBDC4,BBSE3,BDLL4,BEEF3,BEES3,BEMA3,BFIT3,BHGR3,BHIA3,BICB4,BIDI11,BIOM3,BISA3,BLAU3,BLUT4,BMEB4,BMEF3,BMGB4,BMOB3,BMTO4,BNCA3,BOAS3,BOBR4,BOVH3,BPAC11,BPAN4,BPHA3,BRAP4,BRAV3,BRBI11,BRFS3,BRIT3,BRIV4,BRKM5,BRML3,BRPR3,BRSR6,BRST3,BRTP4,BSCT6,BSEV3,BTTL4,CAMB3,CAML3,CASH3,CBAV3,CBMA4,CCHI3,CCIM3,CCXC3,CEAB3,CEBR6,CESP6,CGAS5,CGRA4,CIEL3,CLSA3,CLSC4,CMET4,CMIG4,CMIN3,CNFB4,COCE5,COGN3,CPFE3,CPLE6,CPNY3,CPRE3,CPSL3,CREM3,CRFB3,CRIV4,CRPG5,CRTP5,CRUZ3,CSAN3,CSED3,CSMG3,CSNA3,CSPC4,CSTB4,CSUD3,CTAX4,CTIP3,CTKA4,CTNM4,CTSA4,CURY3,CVCB3,CXSE3,CYRE3,CZLT33,CZRS4,DAGB33,DASA3,DAYC4,DESK3,DEXP3,DIRR3,DMMO3,DMVF3,DOTZ3,DPPI4,DSUL3,DUFB11,DURA4,DXCO3,EALT4,EBTP4,ECOR3,EGIE3,ELEV3,ELMD3,ELPL4,EMAE4,EMBJ3,EMBR4,ENAT3,ENBR3,ENEV3,ENGI11,ENJU3,EPAR3,EQMA3B,EQPA3,EQTL3,ESPA3,ESTC11,ESTR4,ETER3,EUCA4,EVEN3,EZTC3,FBRA4,FESA4,FFTL4,FHER3,FIBR3,FICT3,FIEI3,FIQE3,FLCL5,FLRY3,FRAS3,FRIO3,FRTA3,FTRX4,G2DI33,GAZO4,GBIO33,GETI4,GETT11,GFSA3,GGBR4,GGPS3,GMAT3,GNDI3,GOAU4,GOLL54,GPIV33,GRND3,GSHP3,GUAR4,GVTT3,HAGA4,HAPV3,HBOR3,HBRE3,HBSA3,HETA4,HGTX3,HOOT4,HYPE3,IDVL4,IENG3,IFCM3,IGBR3,IGTA3,IGTI11,IMBI4,IMCH3,INEP4,INTB3,IRBR3,IRON3,ISAE4,ITSA4,ITUB4,JALL3,JBSS3,JFEN3,JHSF3,JPSA4,JSLG3,KEPL3,KLBN11,KROT11,KRSA3,KSSA3,LAME4,LAND3,LAVV3,LCAM3,LEVE3,LIGT3,LINX3,LIXC4,LJQQ3,LOGG3,LOGN3,LPSB3,LREN3,LUPA3,LWSA3,MAGG3,MAGS5,MATD3,MBRF3,MDIA3,MDNE3,MEAL3,MEDI3,MELK3,MGEL4,MGLU3,MILK33,MILS3,MLAS3,MMXM3,MNDL4,MNPR3,MOAR3,MODL11,MOSI3,MOTV3,MOVI3,MPLU3,MRVE3,MTIG4,MTRE3,MTSA4,MULT3,MWET4,MYPK3,NATU3,NEOE3,NETC4,NEXP3,NGRD3,OBTC3,ODPV3,OFSA3,OGXP3,OIBR3,ONCO3,OPCT3,ORVR3,OSXB3,PARD3,PCAR3,PDGR3,PDTC3,PEFX5,PETR4,PFRM3,PGMN3,PINE4,PLAS4,PLPL3,PMAM3,PNVL3,POMO4,PORT3,POSI3,POWE3,PPLA11,PQUN3,PRBC4,PRGA4,PRIO3,PRML3,PRNR3,PRTX3,PRVI3,PSSA3,PTBL3,PTIP4,PTNT3,QUAL3,RADL3,RAIA3,RAIL3,RAIZ4,RANI3,RAPT4,RCSL3,RDCD3,RDNI3,RDOR3,RDTR3,RECV3,RENT3,RHDS3,RIAA3,RIPI4,RJCP3,RLOG3,RNEW11,ROMI3,RPMG3,RPSA4,RSID3,RSIP4,RSUL4,RUMO3,SALM4,SANB11,SAPR11,SASG3,SBFG3,SBSP3,SCAR3,SDIA4,SEBB11,SEDU3,SEER3,SEQL3,SFSA4,SGPS3,SHOW3,SHUL4,SIMH3,SLCE3,SLED4,SMFT3,SMLS3,SMTO3,SNSY5,SOJA3,SOMA3,SPRI3,SQIA3,SRNA3,STBP3,STBR11,SUBA3,SULA11,SUZB3,SYNE3,SZPQ4,TAEE11,TAMM4,TARP11,TASA4,TCNO4,TCOC4,TCSA3,TCSL4,TECN3,TEKA4,TELB4,TEMP3,TEND3,TERI3,TFCO4,TGMA3,TIET4,TIMS3,TLCP4,TMAR5,TMCP4,TNCP4,TNLP4,TOKY3,TOTS3,TOYB4,TPEC6B,TPIS3,TPRC6,TRAD3,TRFO4,TRIS3,TRPN3,TTEN3,TUPY3,TVIT3,TXRX4,UBBR11,UCAS3,UCOP4,UGPA3,UNIP6,UOLL4,USIM5,VAGV4,VALE3,VAMO3,VBBR3,VCPA4,VGOR4,VITT3,VIVA3,VIVO4,VIVR3,VIVT4,VLID3,VSTE3,VTRU3,VULC3,VVAR11,VVAX11,VVEO3,WDCN3,WEGE3,WEST3,WHRL4,WIZC3,YDUQ3,ZAMP3
2005-02-11,,,1.932827066,,,31.400813535,,,,,,,,,,,,,,,,,,,,,1.836882947,,,,,,,8.0044832283,,,,,,,,,,,,,,,,,,1.4142423202,1.4142379875,,,,,,,,,,,,,,,,,,,,,,8.51,,,,,1.0524852137,,,,,,17.16022159,,,,,12.999758404,,,,,,,,,,,,,,,3.3234735077,,,,4.9686164574,2.3169285299,0.57022421555,,1.7868124166,2.6683892554,,2.7289564143,0.39765688555,,,28.626799645,,,,,53.142368755,3.3538145104,,,,2.469539034,,0.14996943123,,,,,48.479606374,,,,,,,,,6.6452739885,,,,,,,,,,,10.125322907,,,0.0020735629655,,1.3797268084,,,,,12.234296377,21.259450386,,,,,,,,,,,,,2.5201226522,,,,,0.40174921977,6.2118282349,,,,,,,,,,,,,,,3.2484537155,,,3.6653455966,,,,4.0072188046,0.46789748248,,0.67490538426,,,,,,,,,,,,,,,,,,,,,10.826475931,,,,0.79691892965,0.47155465036,1.9916286531,,,,,,,,,,,,0.75890156497,,,,,10.563369821,,,,,,,,,,,0.013475395319,,,,,,,,,,,,,,0.2996128759,,,,,1.4155115094,,,,,,,,,,3.8035478791,,7.1178844148,,,,,,,,,,,,,,,,15.162515182,2.1776320622,,,,,,,,0.2317159992,,,,,,,54.66929603,,,,,,1.5115630152,,12.684870691,,,,,,,,2.0426195772,,,,,,,,,,23.441632444,,,,,,4.1931414757,,,,,,,,,,3.0100098031,,4.614588878,,,,,,,,,,,,,,,,,,,,,,,,,,,5.884103826,,,,,,28.161450246,,3.5619121183,,,,,,,,,,2.0138613848,24.494904,37.687109061,29.076020669,,22.300366918,,,,,,0.081440565923,,,,,,,,,7.5977550868,,,,3.0133609997,,7.0113295743,,6.0625072501,,,33.434341281,,,,61.230795409,,12.916302597,,,,,,,,,,,,,,
2005-02-14,,,1.8966318026,,,31.884146774,,,,,,,,,,,,,,,,,,,,,1.8669957822,,,,,,,7.8033234404,,,,,,,,,,,,,,,,,,1.38529584,1.4860843024,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,1.069059784,,,,,,16.778413596,,,,,12.872448474,,,,,,,,,,,,,,,3.3234735077,,,,4.9184284123,2.298167975,0.57022421555,,1.8269011567,2.6439981287,,2.8517594529,0.40111750718,,,28.34727666,,,,,52.693980019,3.3178072994,,,,2.4223145156,,0.14755834712,,,,,48.900055449,,,,,,,,,6.8130839377,,,,,,,,,,,10.55993856,,,0.0019576218104,,1.3720188374,,,,,12.673670488,21.764240989,,,,,,,,,,,,,2.5327232655,,,,,0.40454204444,6.1462247684,,,,,,,,,,,,,,,3.2097816474,,,3.6261038556,,,,3.924843151,0.46976720269,,0.6888209592,,,,,,,,,,,,,,,,,,,,,11.262023813,,,,0.77914886775,0.48658428065,2.061052715,,,,,,,,,,,,0.79187325917,,,,,10.563369821,,,,,,,,,,,0.013520164074,,,,,,,,,,,,,,0.30749742526,,,,,1.424859227,,,,,,,,,,3.7765371768,,7.3272339564,,,,,,,,,,,,,,,,15.694533259,2.1577179253,,,,0.0058455851512,,,,0.23205377762,,,,,,,54.093829756,,,,,,1.4932039503,,12.561385881,,,,,,,,2.0286290322,,,,,,,,,,24.651220679,,,,,,4.1832752605,,,,,,,,,,3.0712296475,,4.5351791267,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8560842839,,,,,,28.132743365,,3.5619121183,,,,,,,,,,2.0293924495,23.995008,36.474796462,28.639880359,14.4381782,22.000199529,,,,,,0.081440565923,,,,,,,,,7.8713584556,,,,2.9909290319,,6.9407457195,,6.1592834213,,,32.6621268,,,,60.896657372,,12.357759782,,,,,,,,,,,,,,
2005-02-15,,,1.9183489606,,,32.605184884,,,,,,,,,,,,,,,,,,,,,1.9031311845,,,,,,,7.8117050982,,,,,,,,,,,,,,,,,,1.4680000692,1.5089616816,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,1.0808987628,,,,,,17.055851931,,,,,12.660265257,,,,,,,,,,,,,,,3.2889284426,,,,4.8180523223,2.2512665877,0.5754878237,,1.8211741939,2.6537545794,,2.7562459784,0.39671307965,,,28.863786524,,,,,53.484277378,3.3023756375,,,,2.4630402471,,0.14919788432,,,,,49.174261367,,,,,,,,,6.757147288,,,,,,,,,,,10.64721078,,,0.0019888367368,,1.399767533,,,,,12.840329634,21.987513756,,,,,,,,,,,,,2.5201226522,,,,,0.41196483424,6.0293685937,,,,,,,,,,,,,,,3.2484537155,,,3.5902018372,,,,3.8807365018,0.49781300584,,0.68279087672,,,,,,,,,,,,,,,,,,,,,11.013139309,,,,0.78233836604,0.49128104012,2.0840560489,,,,,,,,,,,,0.780084497,,,,,10.387313658,,,,,,,,,,,0.013520164074,,,,,,,,,,,,,,0.30592051539,,,,,1.4088345684,,,,,,,,,,3.8035478791,,7.2225591856,,,,,,,,,,,,,,,,15.783202938,2.1407697236,,,,0.0059087319044,,,,0.2317159992,,,,,,,53.902007664,,,,,,1.4993236386,,12.476223942,,,,,,,,2.0090422691,,,,,,,,,,24.7965588,,,,,,4.1832752605,,,,,,,,,,3.0098050545,,4.3940062356,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7626858105,,,,,,28.333691532,,3.5288549293,,,,,,,,,,2.0449235142,23.995008,35.425882517,29.003330617,,21.989848929,,,,,,0.084252204509,,,,,,,,,7.9344976946,,,,3.04327029,,6.9760376469,,6.2784540783,,,32.331177736,,,,61.732002466,,12.695212732,,,,,,,,,,,,,,
2005-02-16,,,1.9183489606,,,32.61310838,,,,,,,,,,,,,,,0.53324762219,,,,,,1.874523991,,,,,,,7.7111252042,,,,,,,,,,,,,,,,,,1.447737533,1.4841936099,,,,,,,,,,,,,,,,,,,,,,8.97,,,,,1.0489335201,,,,,,16.779734731,,,,,12.179316633,,,,,,,,,,,,,,,3.2281767763,,,,4.7678642773,2.194984923,0.5719787516,,1.7810854537,2.6391199034,,2.7275919361,0.39639847769,,,29.397007001,,,,,51.677046088,3.2406489901,,,,2.5345269033,,0.14948721441,,,,,50.051720306,,,,,,,,,6.6340866586,,,,,,,,,,,10.64721078,,,0.0019620810856,,1.3566028954,,,,,12.393380107,21.307987944,,,,,,,,,,,,,2.5453238788,,,,,0.41289268297,6.0888217352,,,,,,,,,,,,,,,3.2097816474,,,3.5234073844,,,,3.7717671332,0.49898158097,,0.69114022168,,,,,,,,,,,,,,,,,,,,,11.013139309,,,,0.79281814614,0.48094816929,2.0427420611,,,,,,,,,,,,0.76442754724,,,,,9.7024551814,,,,,,,,,,,0.013609701585,,,,,,,,,,,,,,0.30434360552,,,,,1.3807914158,,,,,,,,,,3.6938513533,,7.2225591856,,,,,,,,,,,,,,,,15.783202938,2.1714883391,,,,0.0057914593628,,,,0.23644489714,,,,,,,52.760666221,,,,,,1.55623674,,12.092995221,,,,,,,,2.0146384871,,,,,,,,,,24.351167783,,,,,,4.1438103995,,,,,,,,,,3.1121793761,,4.3322430957,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6039084057,,,,,,27.845674555,,3.4379476594,,,,,,,,,,1.9517371262,23.495112,33.99746202,28.785260462,14.4381782,21.813888735,,,,,,0.083379627017,,,,,,,,,7.648266478,,,,3.0133609997,,7.1407333081,,6.2384639249,,,31.39773166,,,,61.314329919,,12.578849646,,,,,,,,,,,,,,
2005-02-17,,,1.8821536972,,,33.912561678,,,,,,,,,,,,,,,0.54713296972,,,,,,1.8820521998,,,,,,,7.8368500717,,,,,,,,,,,,,,,,,,1.4886761265,1.4955377649,,,,,,,,,,,,,,,,,,,,,,10.02,,,,,1.0643241925,,,,,,17.240810821,,,,,12.165171085,,,,,,,,,,,,,,,3.4543873925,,,,4.9184284123,2.2512665877,0.58943638528,,1.7982663424,2.648876354,,2.6893865463,0.41055556617,,,30.155061184,,,,,53.044680578,3.2715123138,,,,2.6255099204,,0.158649334,,,,,49.90364911,,,,,,,,,6.7123979682,,,,,,,,,,,10.64721078,,,0.0020378887639,,1.415183475,,,,,12.461558848,21.453600618,,,,,,,,,,,,,2.507522039,,,,,0.41289268297,6.1052226018,,,,,,,,,,,,,,,3.2097816474,,,3.6820442098,,,,3.9228972694,0.4805180939,,0.69345948417,,,,,,,,,,,,,,,,,,,,,11.262023813,,,,0.81104385064,0.48846298444,2.0564980548,,,,,,,,,,,,0.77547951178,,,,,10.315130631,,,,,,,,,,,0.013878314116,,,,,,,,,,,,,,0.29803596603,,,,,1.4021576273,,,,,,,,,,3.682275338,,7.4319087272,,,,,,,,,,,,,,,,16.049211977,2.1757253895,,,,0.005854606116,,,,0.23576934029,,,,,,,52.166017738,,,,,,1.6461961583,,12.178157159,,,,,,,,2.0286290322,,,,,,,,,,25.692029159,,,,,,4.16354283,,,,,,,,,,3.173603969,,4.296949873,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4918302376,,,,,,28.993949795,,3.5536478211,,,,,,,,,,2.0708086219,23.995008,36.369377975,29.657541082,14.818130258,22.610884907,,,,,,0.0845915402,,,,,,,,,7.7029871517,,,,3.0806569029,,7.3995407756,,6.382428477,,,31.652307862,,,,64.739244805,,12.79993951,,,,,,,,,,,,,,
2005-02-18,,,1.8532119646,,,33.326222995,,,,,,,,,,,,,,,0.55748413401,,,,,,1.8895804086,,,,,,,7.8536133873,,,,,,,,,,,,,,,,,,1.5300282411,1.4480813832,,,,,,,,,,,,,,,,,,,,,,10.25,,,,,1.0572208052,,,,,,17.326684591,,,,,11.889332904,,,,,,,,,,,,,,,3.4545065134,,,,4.9686164574,2.2887876975,0.56276743735,,1.815447231,2.6586328047,,2.7289564143,0.41212857601,,,29.699317186,,,,,51.286293376,3.2406489901,,,,2.6536713304,,0.15602,,,,,49.357065313,,,,,,,,,6.8667831215,,,,,,,,,,,10.778119109,,,0.0019576218104,,1.3874347794,,,,,12.120665141,20.822612365,,,,,,,,,,,,,2.507522039,,,,,0.40825343934,6.2630809431,,,,,,,,,,,,,,,3.2097816474,,,3.8740782615,,,,4.0409474187,0.46018488662,,0.68650169671,,,,,,,,,,,,,,,,,,,,,11.137581561,,,,0.80739870974,0.47531205794,1.9902944597,,,,,,,,,,,,0.77363751768,,,,,10.036961892,,,,,,,,,,,0.01408425039,,,,,,,,,,,,,,0.29803596603,,,,,1.3888037451,,,,,,,,,,3.6767629498,,7.6412582688,,,,,,,,,,,,,,,,15.960542297,2.1757253895,,,,0.005818522257,,,,0.23745823241,,,,,,,52.223564365,,,,,,1.5788795868,,11.965252313,,,,,,,,2.0678025583,,,,,,,,,,25.551379364,,,,,,4.1438103995,,,,,,,,,,3.1858888876,,4.2881265673,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6319279477,,,,,,28.448519056,,3.4710048485,,,,,,,,,,2.0086843633,23.495112,34.91987378,28.203740049,14.4381782,21.891518232,,,,,,0.084543063673,,,,,,,,,7.5767086738,,,,3.0881342255,,7.4407146908,,6.5023989371,,,31.482590394,,,,59.810708749,,12.660303806,,,,,,,,,,,,,,
2005-02-21,,,1.8618843497,,,34.071031592,,,,,,,,,,,,,,,0.54713296972,,,,,,1.8895804086,,,,,,,8.0631548331,,,,,,,,,,,,,,,,,,1.4725488018,1.4076205638,,,,,,,,,,,,,,,,,,,,,,10.25,,,,,1.0687046146,,,,,,17.042640582,,,,,11.670076913,,,,,,,,,,,,,,,3.5140669705,,,,4.9686164574,2.3450693622,0.57022421555,,1.8269011567,2.6439981287,,2.7357788053,0.41842061533,,,29.623359853,,,,,51.286293376,3.2715123138,,,,2.6428400189,,0.159,,,,,48.624021491,,,,,,,,,6.9361445671,,,,,,,,,,,10.734482999,,,0.0019531625352,,1.3720188374,,,,,12.120665141,20.725537249,,,,,,,,,,,,,2.5012217324,,,,,0.40593381753,6.3963379844,,,,,,,,,,,,,,,3.2097816474,,,3.8198077686,,,,4.015002331,0.45866573895,,0.68163124548,,,,,,,,,,,,,,,,,,,,,11.262023813,,,,0.80648742452,0.47061529847,1.9828873862,,,,,,,,,,,,0.80126742903,,,,,10.088018179,,,,,,,,,,,0.014406585427,,,,,,,,,,,,,,0.29172832653,,,,,1.3810584935,,,,,,,,,,3.6497522475,,7.536583498,,,,,,,,,,,,,,,,15.960542297,2.2032662173,,,,0.005818522257,,,,0.23543156187,,,,,,,52.751075116,,,,,,1.5115630152,,11.884348472,,,,,,,,2.1181685205,,,,,,,,,,26.324953235,,,,,,4.16354283,,,,,,,,,,3.2247911298,,4.3234197901,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6973068791,,,,,,28.132743365,,3.3966261731,,,,,,,,,,2.0293924495,23.495112,34.998937645,27.622219635,15.053138523,22.176159722,,,,,,0.081925331197,,,,,,,,,7.3409888484,,,,3.0881342255,,7.5748240149,,6.6783556119,,,32.41603647,,,,58.056484051,,12.79993951,,,,,,,,,,,,,,
2005-02-22,,,1.911109908,,,33.595621849,,,,,,,,,,,,,,,0.54639360084,,,,,,1.9021274233,,,,,,,8.0296282018,,,,,,,,,,,,,,,,,,1.39451002,1.4556441532,,,,,,,,,,,,,,,,,,,,,,9.61,,,,,1.1425798422,,,,,,16.841828073,,,,,11.634713044,,,,,,,,,,,,,,,3.3926827589,,,,4.8180523223,2.4576326916,0.55969699927,,1.8269011567,2.6830239314,,2.7166761104,0.41087016814,,,28.492355166,,,,,49.28368573,3.2972317502,,,,2.6731676912,,0.15497,,,,,48.443045585,,,,,,,,,6.7146354342,,,,,,,,,,,10.735355722,,,0.0018951919577,,1.3273126056,,,,,11.741894355,20.395481855,,,,,,,,,,,,,2.5012217324,,,,,0.41103698552,6.455791126,,,,,,,,,,,,,,,3.2523209223,,,3.8724084002,,,,4.0409474187,0.44055282441,,0.68186317173,,,,,,,,,,,,,,,,,,,,,11.510908317,,,,0.79965278533,0.47531205794,2.0311943875,,,,,,,,,,,,0.80126742903,,,,,10.264074343,,,,,,,,,,,0.014326001668,,,,,,,,,,,,,,0.27753613768,,,,,1.4155115094,,,,,,,,,,3.753936385,,7.4319087272,,,,,,,,,,,,,,,,15.960542297,2.2202144189,,,,0.0057734174333,,,,0.22124486804,,,,,,,52.44728632,,,,,,1.5299220802,,11.620346464,,,,,,,,2.1013798664,,,,,,,,,,26.015523687,,,,,,4.0944793234,,,,,,,,,,3.1121793761,,4.2704799559,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6319279477,,,,,,27.874381436,,3.3387760923,,,,,,,,,,1.9827992555,23.495112,33.733915803,27.622219635,14.657003298,21.477494247,,,,,,0.083379627017,,,,,,,,,7.5977550868,,,,3.132998161,,7.5030637626,,6.9262945628,,,31.864454698,,,,56.636397391,,12.741757967,,,,,,,,,,,,,,
2005-02-23,,,1.9038708553,,,34.213654515,,,,,,,,,,,,,,,0.54859692009,,,,,,1.9136706768,,,,,,,8.1302080958,,,,,,,,,,,,,,,,,,1.3390631343,1.4804122249,,,,,,,,,,,,,,,,,,,,,,8.95,,,,,1.175610593,,,,,,17.199855638,,,,,11.84689626,,,,,,,,,,,,,,,3.4997724608,,,,4.9184284123,2.5326749112,0.56145153531,,1.8039933052,2.8781529445,,2.7016668501,0.41464539174,,,28.86302695,,,,,50.309411597,3.4320015971,,,,2.6831324978,,0.15299,,,,,47.62042783,,,,,,,,,6.8757329854,,,,,,,,,,,10.821755219,,,0.0019219476089,,1.3504365186,,,,,11.878251838,20.385774343,,,,,,,,,,,,,2.5012217324,,,,,0.41103698552,6.3389349513,,,,,,,,,,,,,,,3.3257978516,,,3.9241741011,,,,4.1252689539,0.42956821818,,0.68163124548,,,,,,,,,,,,,,,,,,,,,11.635350569,,,,0.77687065469,0.47249400226,2.0334947209,,,,,,,,,,,,0.81047739948,,,,,10.123229412,,,,,,,,,,,0.014505076689,,,,,,,,,,,,,,0.2759592278,,,,,1.394145298,,,,,,,,,,4.0240434083,,8.1646321228,,,,,,,,,,,,,,,,16.315221015,2.2668219735,,,,0.0057192916449,,,,0.21617819167,,,,,,,51.107181026,,,,,,1.545221301,,12.007833282,,,,,,,,2.0929855394,,,,,,,,,,26.71877266,,,,,,4.0648806776,,,,,,,,,,3.1940788334,,4.2263634274,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6879670318,,,,,,27.816967674,,3.3470403896,,,,,,,,,,2.0708086219,23.495112,34.893519158,28.349120152,15.053138523,21.751785137,,,,,,0.087257749204,,,,,,,,,7.6777314562,,,,3.2077713868,,7.7054041463,,7.2070254394,,,32.653640926,,,,58.474156598,,12.683576424,,,,,,,,,,,,,,
2005-02-24,,,1.892288371,,,35.180320993,,,,,,,,,,,,,,,0.54491486308,,,,,,2.0075223465,,,,,,,8.6247259078,,,,,,,,,,,,,,,,,,1.3715808567,1.5550945785,,,,,,,,,,,,,,,,,,,,,,8.95,,,,,1.272690219,,,,,,17.597517252,,,,,12.589537519,,,,,,,,,,,,,,,3.6664226199,,,,5.0188045024,2.6077171308,0.59829679232,,1.8039933052,2.8781529445,,2.7630683695,0.44044275298,,,28.863786524,,,,,52.163533213,3.5647138891,,,,2.9114565454,,0.1572,,,,,48.406484796,,,,,,,,,7.0480178666,,,,,,,,,,,10.996299658,,,0.0020289702135,,1.4182666634,,,,,12.128240557,21.259450386,,,,,,,,,,,,,,,,,,0.41121327677,6.4270896094,,,,,,,,,,,,,,,3.3281181757,,,4.0828109265,,,,4.2160767611,0.450251998,,0.69415526292,,,,,,,,,,,,,,,,,,,,,11.262023813,,,,0.82243491596,0.49222039201,2.1347093903,,,,,,,,,,,,0.82889734038,,,,,10.563369821,,,,,,,,,,,0.014728920465,,,,,,,,,,,,,,0.26965158831,,,,,1.4018905496,,,,,,,,,,4.1618531141,,9.10670506,,,,,,,,,,,,,,,,16.581230054,2.343088881,,,,0.0057734174333,,,,0.21786708379,,,,,,,52.254465414,,,,,,1.5299220802,,12.633773528,,,,,,,,2.0985817574,,,,,,,,,,27.028202208,,,,,,4.1734090452,,,,,,,,,,3.2698358313,,4.2881265673,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8374045892,,,,,,28.85041539,,3.5123263348,,,,,,,,,,2.1691720315,23.995008,36.601298646,29.221400772,15.449273747,22.403872914,,,,,,0.088712045024,,,,,,,,,8.1239154114,,,,3.2152487093,,8.0994973354,,7.6581143694,,,33.807719712,,,,61.1472609,,13.463209103,,,,,,,,,,,,,,
