epoch,step,train_loss,train_loss_kl,train_loss_recon,train_post_mu_0,train_post_mu_1,train_post_mu_10,train_post_mu_11,train_post_mu_12,train_post_mu_13,train_post_mu_14,train_post_mu_15,train_post_mu_2,train_post_mu_3,train_post_mu_4,train_post_mu_5,train_post_mu_6,train_post_mu_7,train_post_mu_8,train_post_mu_9,train_post_sig_0,train_post_sig_1,train_post_sig_10,train_post_sig_11,train_post_sig_12,train_post_sig_13,train_post_sig_14,train_post_sig_15,train_post_sig_2,train_post_sig_3,train_post_sig_4,train_post_sig_5,train_post_sig_6,train_post_sig_7,train_post_sig_8,train_post_sig_9,train_prior_mu_0,train_prior_mu_1,train_prior_mu_10,train_prior_mu_11,train_prior_mu_12,train_prior_mu_13,train_prior_mu_14,train_prior_mu_15,train_prior_mu_2,train_prior_mu_3,train_prior_mu_4,train_prior_mu_5,train_prior_mu_6,train_prior_mu_7,train_prior_mu_8,train_prior_mu_9,train_prior_sig_0,train_prior_sig_1,train_prior_sig_10,train_prior_sig_11,train_prior_sig_12,train_prior_sig_13,train_prior_sig_14,train_prior_sig_15,train_prior_sig_2,train_prior_sig_3,train_prior_sig_4,train_prior_sig_5,train_prior_sig_6,train_prior_sig_7,train_prior_sig_8,train_prior_sig_9,val_rank_ic
5,11873,1.3614108562469482,0.00238014105707407,1.3590319156646729,-6.451619265135378e-05,0.014351041056215763,-0.04096726328134537,0.011715749278664589,0.0739373192191124,-0.04771330952644348,-0.021735871210694313,0.02957341820001602,0.03826301917433739,-0.0452105887234211,0.014265060424804688,-0.005601475480943918,0.03499589115381241,-0.004800468683242798,-0.019735516980290413,-0.0495680496096611,0.6650052666664124,0.6783798336982727,0.6922093629837036,0.6639294028282166,0.6747226715087891,0.6888077259063721,0.6649504899978638,0.6528403162956238,0.6876019239425659,0.6730297207832336,0.6506579518318176,0.6603142619132996,0.719086766242981,0.7014088034629822,0.6738917827606201,0.7083038687705994,-9.633594163460657e-05,0.014376307837665081,-0.04089980944991112,0.011692357249557972,0.07388779520988464,-0.04765631631016731,-0.021636024117469788,0.02953661046922207,0.038244232535362244,-0.04514741152524948,0.01431183610111475,-0.0055720508098602295,0.035055696964263916,-0.004813751205801964,-0.019691482186317444,-0.049480587244033813,0.6651322841644287,0.6784760355949402,0.6922590732574463,0.6639535427093506,0.6747726202011108,0.6889245510101318,0.6652157306671143,0.6529005169868469,0.6876521110534668,0.6731503009796143,0.6507322788238525,0.6603511571884155,0.7191870808601379,0.7015280723571777,0.6740626692771912,0.7084342837333679,
6,13852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009555683471262455
6,13852,1.3604573011398315,0.002897314727306366,1.3575596809387207,0.0010109099093824625,0.013365151360630989,-0.034709326922893524,0.008264988660812378,0.07123230397701263,-0.042681384831666946,-0.017933646216988564,0.029433701187372208,0.036253564059734344,-0.041336413472890854,0.010921335779130459,-0.008946267887949944,0.03136983886361122,0.0013558275531977415,-0.017578156664967537,-0.03989487886428833,0.6674097776412964,0.680470883846283,0.6944170594215393,0.6636471152305603,0.6748127341270447,0.6878342628479004,0.6680554747581482,0.6544514298439026,0.6855775713920593,0.6733285188674927,0.6522122621536255,0.6606528162956238,0.7196558713912964,0.7019277811050415,0.6735592484474182,0.7127845883369446,0.0009935521520674229,0.01331939548254013,-0.03464600443840027,0.008266647346317768,0.07118166238069534,-0.04265212267637253,-0.017915068194270134,0.029353275895118713,0.03623219206929207,-0.04128801077604294,0.010916296392679214,-0.008892918936908245,0.031380925327539444,0.0013167388970032334,-0.017599521204829216,-0.03987082093954086,0.6675501465797424,0.6806057691574097,0.694482147693634,0.663677990436554,0.6748625040054321,0.6879485845565796,0.6684061288833618,0.6545191407203674,0.6856284141540527,0.6734476685523987,0.6523284316062927,0.6606912612915039,0.7197721004486084,0.7020576596260071,0.6737618446350098,0.7130163908004761,
7,15831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020712951198220253
7,15831,1.3593778610229492,0.0034817245323210955,1.355897307395935,0.001936920452862978,0.014206623658537865,-0.03267580643296242,0.010292986407876015,0.06313252449035645,-0.03617328777909279,-0.01252690702676773,0.02676762454211712,0.029951144009828568,-0.035310856997966766,0.009449400939047337,-0.008124548941850662,0.0269269198179245,0.0051406859420239925,-0.015634775161743164,-0.03350454568862915,0.6694815754890442,0.6834849119186401,0.694181501865387,0.6641378998756409,0.6746256351470947,0.6843697428703308,0.6693625450134277,0.6562972068786621,0.6845096349716187,0.6724370718002319,0.6537631750106812,0.6604260802268982,0.7202894687652588,0.700458288192749,0.6740716695785522,0.7164007425308228,0.0019590456504374743,0.014157634228467941,-0.032587405294179916,0.010271296836435795,0.0630611926317215,-0.036173537373542786,-0.012484689243137836,0.026689279824495316,0.029923483729362488,-0.03534294292330742,0.009506753645837307,-0.00804931204766035,0.02705542929470539,0.005055435933172703,-0.015544533729553223,-0.03345852345228195,0.6696200966835022,0.6836973428726196,0.6942728757858276,0.6641671061515808,0.6746774911880493,0.6844635009765625,0.6697805523872375,0.6563902497291565,0.6845688223838806,0.6725504398345947,0.6538805365562439,0.6604977250099182,0.7204261422157288,0.7006058692932129,0.6743201017379761,0.7167378664016724,
8,17810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011329958215355873
8,17810,1.358408808708191,0.004085673484951258,1.3543239831924438,0.0016510457498952746,0.011842794716358185,-0.03137940168380737,0.009414712898433208,0.060554057359695435,-0.03190939873456955,-0.011557837016880512,0.025393936783075333,0.024978432804346085,-0.029739834368228912,0.006238230038434267,-0.008962571620941162,0.019792014732956886,0.007810456678271294,-0.0162416473031044,-0.030321063473820686,0.6713785529136658,0.684757649898529,0.6928662657737732,0.6651315093040466,0.6755797266960144,0.6825834512710571,0.6708793044090271,0.6575962901115417,0.6829095482826233,0.6730469465255737,0.6555010676383972,0.6616762280464172,0.7213287353515625,0.6999303102493286,0.6740164160728455,0.7164736390113831,0.0015424657613039017,0.011965211480855942,-0.03137286752462387,0.009324279613792896,0.06044752150774002,-0.03182166442275047,-0.011417469009757042,0.025430118665099144,0.02501690573990345,-0.02964763529598713,0.00630513159558177,-0.008996527642011642,0.019788719713687897,0.00781593844294548,-0.01635410264134407,-0.03020172379910946,0.6715303659439087,0.6850168704986572,0.6929601430892944,0.665164589881897,0.6756324768066406,0.6826816201210022,0.6713525652885437,0.6577169895172119,0.6829723119735718,0.6732112765312195,0.6556932330131531,0.6617348194122314,0.7214805483818054,0.7000735402107239,0.6743093132972717,0.7168883681297302,
9,19789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004391093738377094
9,19789,1.357493281364441,0.004579321481287479,1.3529136180877686,0.0012515224516391754,0.008775332011282444,-0.025643115863204002,0.008475680835545063,0.05550310015678406,-0.02767539583146572,-0.010331017896533012,0.021811602637171745,0.017191218212246895,-0.024805111810564995,0.0033688335679471493,-0.009806779213249683,0.01413271389901638,0.007658097427338362,-0.014166790060698986,-0.027936799451708794,0.6733561754226685,0.684463620185852,0.6914026141166687,0.6667897701263428,0.6759956479072571,0.6806961297988892,0.6723992228507996,0.6583691239356995,0.6825993061065674,0.6743022203445435,0.6574809551239014,0.663420557975769,0.7223775386810303,0.699259340763092,0.6732051372528076,0.7168857455253601,0.0012747427681460977,0.008680117316544056,-0.025520412251353264,0.008490030653774738,0.05546547472476959,-0.027670912444591522,-0.010313577950000763,0.02171959914267063,0.017190255224704742,-0.024740047752857208,0.003326713340356946,-0.009777042083442211,0.014179032295942307,0.007565965410321951,-0.014169232919812202,-0.027957698330283165,0.6735072135925293,0.6847934722900391,0.6915044784545898,0.6668261289596558,0.6760452389717102,0.680786669254303,0.6729108691215515,0.6584979891777039,0.6826775074005127,0.6745350956916809,0.65767902135849,0.6635022163391113,0.7225502729415894,0.6994215250015259,0.6735174655914307,0.7173477411270142,
10,21768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02239411696791649
10,21768,1.3567126989364624,0.004949129186570644,1.3517627716064453,0.0008120593265630305,0.008943022228777409,-0.021843964233994484,0.008332771249115467,0.046063970774412155,-0.020873652771115303,-0.00859403982758522,0.019740436226129532,0.011727655306458473,-0.018915215507149696,0.003097641048952937,-0.006980038248002529,0.011035362258553505,0.009007871150970459,-0.010603073053061962,-0.024868769571185112,0.6746485233306885,0.6853377819061279,0.690883219242096,0.6685488224029541,0.6779031157493591,0.6793372631072998,0.6735519170761108,0.6601025462150574,0.6830533146858215,0.6755210757255554,0.6597970128059387,0.6651539206504822,0.7234181761741638,0.6996077299118042,0.6727845668792725,0.7168161273002625,0.0008118606056086719,0.008775738999247551,-0.021755589172244072,0.008376089856028557,0.04604116082191467,-0.0208372063934803,-0.008714674040675163,0.019620172679424286,0.011705403216183186,-0.01880975067615509,0.0030372643377631903,-0.0068859620951116085,0.011074787005782127,0.008942143991589546,-0.010604129172861576,-0.025019178166985512,0.6747937202453613,0.6857020854949951,0.69098299741745,0.6685860753059387,0.6779646873474121,0.6794209480285645,0.6740992069244385,0.6602402329444885,0.6831442713737488,0.6757929921150208,0.6599991917610168,0.6652683019638062,0.7236024737358093,0.6997660398483276,0.6731180548667908,0.7173279523849487,
11,23747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005563649348914623
11,23747,1.3559917211532593,0.005256729666143656,1.3507332801818848,0.0009465210605412722,0.008565514348447323,-0.019379807636141777,0.008209497667849064,0.04608337581157684,-0.01875760219991207,-0.006980175152420998,0.018838979303836823,0.00951920635998249,-0.01681719906628132,0.003178259124979377,-0.007211720105260611,0.010552791878581047,0.010628269985318184,-0.008767441846430302,-0.02218453213572502,0.6751028895378113,0.685712456703186,0.690322995185852,0.6704354882240295,0.6783447861671448,0.6781477928161621,0.6747746467590332,0.6617612838745117,0.6821919083595276,0.6759223937988281,0.660896360874176,0.6663282513618469,0.7241432666778564,0.6990429759025574,0.6727933883666992,0.7158544659614563,0.0008693236159160733,0.008645170368254185,-0.019267816096544266,0.008152341470122337,0.045962803065776825,-0.018729696050286293,-0.006833647843450308,0.018839295953512192,0.009583958424627781,-0.016798466444015503,0.0032703918404877186,-0.0072504268027842045,0.010655432939529419,0.010629389435052872,-0.008731450885534286,-0.022066332399845123,0.675266683101654,0.6861206293106079,0.6904258131980896,0.6704723238945007,0.6784117817878723,0.6782326102256775,0.675354540348053,0.6619209051132202,0.6822822690010071,0.6762636303901672,0.661123514175415,0.6664290428161621,0.7243567705154419,0.6991986036300659,0.6731432676315308,0.7163618206977844,
12,25726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009905120357871056
12,25726,1.3553433418273926,0.005455819424241781,1.349888801574707,0.0016389780212193727,0.009754586033523083,-0.021022100001573563,0.007887840270996094,0.041520945727825165,-0.017568394541740417,-0.006741746794432402,0.01881270855665207,0.0069548506289720535,-0.016745584085583687,0.0031349535565823317,-0.006401323713362217,0.008023901842534542,0.009598829783499241,-0.006342798937112093,-0.02072342112660408,0.6774370670318604,0.6857454776763916,0.6905930638313293,0.6733167767524719,0.6793263554573059,0.678237795829773,0.6760944128036499,0.6630342602729797,0.6825347542762756,0.6774289011955261,0.662039577960968,0.668262243270874,0.7246918082237244,0.7003995180130005,0.6726908683776855,0.7149361371994019,0.0016430526738986373,0.009739174507558346,-0.021034108474850655,0.007786126807332039,0.04144294187426567,-0.017556382343173027,-0.006742612458765507,0.01881158910691738,0.006987674627453089,-0.01674715057015419,0.003159539308398962,-0.006327720358967781,0.008077753707766533,0.009479036554694176,-0.006437343079596758,-0.02068476192653179,0.677612841129303,0.6861499547958374,0.6906778812408447,0.6733668446540833,0.6793994307518005,0.6783273816108704,0.6767368316650391,0.6631972789764404,0.6826394200325012,0.6777949333190918,0.6622626185417175,0.6683877110481262,0.7249218225479126,0.7005667686462402,0.673008382320404,0.7154337167739868,
13,27705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01521491538733244
13,27705,1.3548390865325928,0.005642622243613005,1.3491963148117065,0.00262363045476377,0.008603960275650024,-0.01502292975783348,0.009986127726733685,0.038402702659368515,-0.013452429324388504,-0.0019322651205584407,0.015389294363558292,0.0058408393524587154,-0.012608276680111885,-0.00044383617932908237,-0.006779088173061609,0.008176037110388279,0.011036933399736881,-0.0073036192916333675,-0.018345968797802925,0.6776202321052551,0.6854049563407898,0.6900404095649719,0.6752156615257263,0.6796208024024963,0.6757742762565613,0.6778839230537415,0.6636459231376648,0.6823130249977112,0.6768874526023865,0.662816047668457,0.6691311001777649,0.7257132530212402,0.7000113725662231,0.6723235845565796,0.7132439613342285,0.002639658283442259,0.008510353043675423,-0.01492166519165039,0.009999499656260014,0.03836500644683838,-0.01342471782118082,-0.0019529283745214343,0.015350980684161186,0.005862535908818245,-0.01240250002592802,-0.0005441815592348576,-0.006711367983371019,0.008148714900016785,0.010957996360957623,-0.007354919333010912,-0.01840628869831562,0.6777944564819336,0.6858222484588623,0.6901395320892334,0.6752632856369019,0.6797009706497192,0.6758546233177185,0.6785574555397034,0.6637873649597168,0.6824431419372559,0.6772850155830383,0.6630379557609558,0.66929030418396,0.725985050201416,0.7001796960830688,0.6726365089416504,0.7137212753295898,
14,29684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022222375497221947
14,29684,1.3544199466705322,0.005776327569037676,1.3486441373825073,0.002207200974225998,0.010695735923945904,-0.0167184267193079,0.00871229451149702,0.03698442876338959,-0.014142636209726334,-0.0016968955751508474,0.01498732902109623,0.00589313730597496,-0.014132126234471798,0.002022912260144949,-0.005890230182558298,0.01013924553990364,0.01221268717199564,-0.0057176873087882996,-0.018767107278108597,0.6783348917961121,0.6855278611183167,0.688931405544281,0.6763437390327454,0.680225670337677,0.6757010221481323,0.679012656211853,0.6645422577857971,0.6818413734436035,0.6782999634742737,0.6631898283958435,0.6697211861610413,0.7256970405578613,0.7008635997772217,0.6727016568183899,0.7134525179862976,0.002239065943285823,0.010630910284817219,-0.01666131056845188,0.008645479567348957,0.03692900761961937,-0.014179971069097519,-0.0017490172758698463,0.014926858246326447,0.0058789560571312904,-0.014196761883795261,0.0020677775610238314,-0.005771960597485304,0.010224035941064358,0.012050911784172058,-0.00566432299092412,-0.01877361536026001,0.6785185933113098,0.685960054397583,0.6890137195587158,0.6763902902603149,0.6803016066551208,0.6757873892784119,0.6797176003456116,0.6646868586540222,0.6819692850112915,0.6787403225898743,0.663423478603363,0.6698496341705322,0.7259961366653442,0.7010380625724792,0.6730087399482727,0.7139371037483215,
15,31663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006318971980363131
15,31663,1.3539443016052246,0.005948176607489586,1.3479962348937988,0.0032231700606644154,0.009760423563420773,-0.013738459907472134,0.011394896544516087,0.032928645610809326,-0.010074451565742493,-0.0011294017313048244,0.011712911538779736,0.004985037259757519,-0.011308102868497372,-0.0008102300344035029,-0.006482693366706371,0.008293328806757927,0.01370864175260067,-0.0038024496752768755,-0.017634989693760872,0.6795830726623535,0.685117244720459,0.6893571019172668,0.6778141856193542,0.6814238429069519,0.6746110320091248,0.6797603964805603,0.6660745739936829,0.6813198328018188,0.6794825792312622,0.6641793847084045,0.671314001083374,0.726186215877533,0.701429545879364,0.6726758480072021,0.7118133902549744,0.003246137173846364,0.009840632788836956,-0.013629324734210968,0.011385294608771801,0.032796699553728104,-0.01011818740516901,-0.0009326271247118711,0.011689076200127602,0.005042103119194508,-0.011395351029932499,-0.000737056543584913,-0.006502099335193634,0.008449526503682137,0.013602797873318195,-0.003730143653228879,-0.0174650140106678,0.679753303527832,0.6855382323265076,0.6894533634185791,0.6778611540794373,0.6815034747123718,0.6746893525123596,0.6804955005645752,0.6662188172340393,0.6814730763435364,0.6799314022064209,0.664421796798706,0.6714662313461304,0.7265217900276184,0.701609194278717,0.672990083694458,0.7122804522514343,
16,33642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017630811780691147
16,33642,1.3536311388015747,0.00606180215254426,1.3475688695907593,0.0013457423774525523,0.007559658028185368,-0.017162291333079338,0.0069527956657111645,0.030022859573364258,-0.008478282950818539,-0.0021001407876610756,0.011993726715445518,0.0028236228972673416,-0.010189703665673733,-0.0013387334765866399,-0.004970351699739695,0.0059679667465388775,0.012112787924706936,-0.0033906421158462763,-0.018263977020978928,0.6791545748710632,0.6846850514411926,0.6881517767906189,0.6788128614425659,0.6825129389762878,0.6736316680908203,0.680040717124939,0.6674439907073975,0.680997908115387,0.6798941493034363,0.6652758121490479,0.6722345352172852,0.7259563207626343,0.7017520666122437,0.6736234426498413,0.7112982273101807,0.001343049923889339,0.007550978101789951,-0.017158744856715202,0.006859129760414362,0.0299979280680418,-0.00847017765045166,-0.0021125944331288338,0.01202552393078804,0.002959812292829156,-0.010168740525841713,-0.0013558233622461557,-0.0049867876805365086,0.005978071130812168,0.01205431204289198,-0.003445217851549387,-0.01820746809244156,0.6793323159217834,0.685133695602417,0.6882266998291016,0.6788619160652161,0.682596743106842,0.6737051010131836,0.6807820200920105,0.6675913333892822,0.6811513304710388,0.6803920269012451,0.6655281782150269,0.6723971962928772,0.7262964248657227,0.7019169926643372,0.6739275455474854,0.7117646932601929,
17,35621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02274538390338421
